AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,CLASS
5262,327.737,150.559,44.9112,0.9545,81.8522,0.9761,5391,0.432,3.3524,0.6156,Jasmine
8485,461.434,221.5038,49.777,0.9744,103.9396,0.9732,8719,0.4285,4.4499,0.5008,Basmati
12596,453.437,188.1014,86.388,0.8883,126.6401,0.9742,12930,0.7484,2.1774,0.7699,Ipsala
5293,334.523,155.1992,43.8594,0.9592,82.093,0.9746,5431,0.4613,3.5386,0.5944,Jasmine
7127,313.44,121.8294,74.9206,0.7886,95.2595,0.9862,7227,0.7919,1.6261,0.9116,Karacadag
8455,445.437,210.7222,51.7115,0.9694,103.7557,0.9721,8698,0.7438,4.075,0.5355,Basmati
13482,476.283,198.0136,88.0284,0.8958,131.0184,0.9693,13909,0.5665,2.2494,0.7469,Ipsala
5080,314.414,139.3351,47.3321,0.9405,80.4242,0.9652,5263,0.7218,2.9438,0.6458,Jasmine
7433,427.867,204.9865,46.8293,0.9736,97.283,0.9709,7656,0.3537,4.3773,0.5102,Basmati
5419,341.26,156.1586,44.9548,0.9577,83.0643,0.9658,5611,0.5379,3.4737,0.5847,Jasmine
14691,476.943,193.9032,97.7218,0.8637,136.7668,0.9797,14996,0.6421,1.9842,0.8116,Ipsala
5053,319.063,142.7729,46.6708,0.9451,80.2102,0.9563,5284,0.5628,3.0591,0.6237,Jasmine
6330,297.265,117.0264,69.2108,0.8064,89.7753,0.9877,6409,0.6887,1.6909,0.9002,Karacadag
17614,530.192,223.4711,100.817,0.8925,149.7559,0.9876,17836,0.806,2.2166,0.7874,Ipsala
7906,444.611,214.0787,47.6517,0.9749,100.3306,0.9758,8102,0.5227,4.4926,0.5026,Basmati
6987,313.806,123.4249,72.5644,0.8089,94.3193,0.9863,7084,0.6786,1.7009,0.8916,Karacadag
6815,387.309,179.1018,49.1711,0.9616,93.1511,0.9772,6974,0.4019,3.6424,0.5709,Basmati
7103,332.613,132.9966,69.0835,0.8545,95.099,0.9746,7288,0.6358,1.9252,0.8068,Arborio
6191,391.003,184.4357,44.1176,0.971,88.7842,0.9506,6513,0.6689,4.1805,0.5089,Basmati
9402,435.29,197.7758,61.4499,0.9505,109.4121,0.9762,9631,0.4508,3.2185,0.6236,Jasmine
5420,341.937,159.5406,43.4,0.9623,83.072,0.9821,5519,0.7505,3.6761,0.5825,Basmati
6897,403.649,187.5217,48.5697,0.9659,93.7098,0.9634,7159,0.3806,3.8609,0.5319,Basmati
6036,291.93,111.5576,69.7056,0.7808,87.6657,0.98,6159,0.7393,1.6004,0.89,Karacadag
8117,352.186,142.8928,73.126,0.8591,101.6606,0.9765,8312,0.6634,1.9541,0.8224,Arborio
7438,399.4,183.7955,52.4168,0.9585,97.3158,0.9676,7687,0.5442,3.5064,0.5859,Basmati
14242,474.054,196.4185,93.085,0.8806,134.6606,0.9841,14472,0.7939,2.1101,0.7964,Ipsala
5600,323.174,145.9642,49.5869,0.9405,84.4402,0.9758,5739,0.5499,2.9436,0.6738,Jasmine
8359,361.683,150.8322,71.3275,0.8811,103.165,0.9809,8522,0.5954,2.1146,0.803,Arborio
5841,286.068,110.7871,67.5677,0.7925,86.238,0.9838,5937,0.6941,1.6396,0.8969,Karacadag
6917,304.443,113.6116,77.8765,0.7281,93.8456,0.9843,7027,0.7652,1.4589,0.9378,Karacadag
7267,337.667,134.6863,70.0888,0.8539,96.1906,0.973,7469,0.6184,1.9217,0.8009,Arborio
17448,521.458,220.1785,101.5011,0.8874,149.0486,0.9879,17662,0.8197,2.1692,0.8063,Ipsala
5081,312.769,138.8482,47.5681,0.9395,80.4321,0.9618,5283,0.6771,2.9189,0.6527,Jasmine
6676,328.88,140.663,60.7521,0.9019,92.1962,0.9668,6905,0.7024,2.3154,0.7756,Arborio
7360,333.668,138.0858,68.1919,0.8696,96.8041,0.9825,7491,0.7077,2.025,0.8307,Arborio
12843,462.838,192.6414,86.3646,0.8939,127.8758,0.9744,13181,0.5852,2.2306,0.7534,Ipsala
6682,303.5,117.3642,73.0237,0.7829,92.2377,0.9867,6772,0.7652,1.6072,0.9116,Karacadag
14318,473.28,196.4592,93.027,0.8808,135.0194,0.9847,14541,0.642,2.1119,0.8033,Ipsala
7123,328.866,131.4123,69.9585,0.8465,95.2328,0.9778,7285,0.6452,1.8784,0.8276,Arborio
11866,434.55,179.4932,84.9732,0.8808,122.9157,0.9736,12188,0.6366,2.1124,0.7897,Ipsala
5266,317.18,143.0276,47.996,0.942,81.8833,0.9702,5428,0.4978,2.98,0.6578,Jasmine
7146,312.134,119.842,76.3539,0.7708,95.3864,0.9848,7256,0.7105,1.5696,0.9217,Karacadag
7553,328.806,126.4647,76.8669,0.7941,98.0652,0.9786,7718,0.7685,1.6452,0.8779,Arborio
6244,349.054,153.9555,52.6878,0.9396,89.1634,0.9696,6440,0.489,2.922,0.644,Jasmine
8000,422.819,195.7096,53.7832,0.9615,100.9253,0.9628,8309,0.6258,3.6389,0.5623,Basmati
14379,475.434,196.4408,94.4529,0.8768,135.3067,0.9823,14638,0.6005,2.0798,0.7994,Ipsala
16356,518.662,212.731,99.4186,0.8841,144.3091,0.9747,16781,0.5874,2.1397,0.764,Ipsala
7440,329.823,130.8406,72.8985,0.8304,97.3288,0.9832,7567,0.7068,1.7948,0.8595,Arborio
14860,490.155,203.2748,93.9688,0.8867,137.5512,0.9827,15121,0.8036,2.1632,0.7773,Ipsala
6110,298.546,116.6186,67.4195,0.816,88.2014,0.9737,6275,0.6641,1.7297,0.8614,Karacadag
11920,434.294,175.7549,88.3057,0.8646,123.195,0.9746,12231,0.6113,1.9903,0.7942,Ipsala
5375,330.958,149.9516,46.8744,0.9499,82.7264,0.959,5605,0.4735,3.199,0.6167,Jasmine
5157,323.628,149.0859,45.0702,0.9532,81.0315,0.9677,5329,0.5455,3.3079,0.6187,Jasmine
9326,431.188,199.3444,60.0617,0.9535,108.9689,0.9792,9524,0.8012,3.319,0.6303,Jasmine
8003,449.705,211.2376,49.1193,0.9726,100.9442,0.9669,8277,0.6006,4.3005,0.4973,Basmati
7843,350.928,144.0697,69.9298,0.8743,99.9301,0.9833,7976,0.7053,2.0602,0.8003,Arborio
9108,380.403,156.4897,75.0251,0.8776,107.6878,0.9781,9312,0.7087,2.0858,0.7909,Ipsala
8813,458.591,218.1134,51.8487,0.9713,105.9295,0.9795,8997,0.3658,4.2067,0.5266,Basmati
6727,308.387,119.021,72.6785,0.7919,92.5477,0.9782,6877,0.7312,1.6376,0.8889,Karacadag
8323,354.633,142.1753,75.36,0.848,102.9426,0.9801,8492,0.7095,1.8866,0.8316,Arborio
5406,320.708,143.2331,49.282,0.9389,82.9646,0.9683,5583,0.6923,2.9064,0.6605,Jasmine
7425,452.419,217.523,44.4828,0.9789,97.2307,0.97,7655,0.3257,4.89,0.4559,Basmati
8200,347.879,135.82,77.823,0.8196,102.1791,0.9734,8424,0.6597,1.7452,0.8515,Arborio
7184,330.686,127.4241,73.5974,0.8163,95.6397,0.969,7414,0.6148,1.7314,0.8256,Arborio
6242,404.917,194.4117,41.4444,0.977,89.1491,0.9746,6405,0.3328,4.6909,0.4784,Basmati
6951,307.643,114.2646,78.1988,0.7291,94.076,0.9861,7049,0.7885,1.4612,0.9229,Karacadag
6083,288.911,108.7271,71.9704,0.7496,88.0063,0.9837,6184,0.7276,1.5107,0.9158,Karacadag
6428,399.754,188.8433,44.2854,0.9721,90.4676,0.9716,6616,0.5144,4.2642,0.5055,Basmati
7511,331.28,128.7355,75.5177,0.8099,97.7921,0.983,7641,0.6656,1.7047,0.86,Arborio
5166,321.46,146.6164,46.252,0.9489,81.1021,0.9786,5279,0.8343,3.1699,0.6282,Jasmine
13086,468.636,202.1581,82.6675,0.9126,129.0799,0.9843,13295,0.7418,2.4454,0.7488,Ipsala
15464,501.743,209.6739,94.8932,0.8917,140.3188,0.9795,15787,0.7151,2.2096,0.7719,Ipsala
5199,318.744,145.7627,45.9763,0.949,81.3608,0.9767,5323,0.4749,3.1704,0.6431,Jasmine
5939,294.692,113.8792,67.6793,0.8042,86.9584,0.9688,6130,0.6979,1.6826,0.8594,Karacadag
5432,328.631,150.0535,46.7278,0.9503,83.1639,0.9756,5568,0.4499,3.2112,0.6321,Jasmine
7338,339.529,144.84,64.8578,0.8941,96.6594,0.9876,7430,0.5857,2.2332,0.7999,Arborio
5407,370.517,178.0699,39.0983,0.9756,82.9723,0.9748,5547,0.3576,4.5544,0.4949,Basmati
12054,440.452,183.7415,84.3422,0.8884,123.8856,0.9758,12353,0.7318,2.1785,0.7808,Ipsala
6661,390.046,179.7678,49.1432,0.9619,92.0926,0.9581,6952,0.4666,3.658,0.5502,Basmati
10221,449.615,202.1278,66.543,0.9443,114.078,0.9552,10700,0.6842,3.0376,0.6354,Jasmine
6929,306.097,115.0107,77.2529,0.7408,93.927,0.9873,7018,0.7412,1.4888,0.9293,Karacadag
7870,440.009,210.5163,49.1249,0.9724,100.1019,0.9483,8299,0.39,4.2853,0.5108,Basmati
5159,320.094,146.3829,45.9573,0.9494,81.0472,0.9773,5279,0.4673,3.1852,0.6327,Jasmine
6791,322.756,131.3211,66.4973,0.8623,92.9869,0.9743,6970,0.6162,1.9748,0.8192,Arborio
8836,368.122,150.4748,75.4723,0.8651,106.0676,0.9787,9028,0.7371,1.9938,0.8194,Arborio
7537,433.883,207.8562,47.1012,0.974,97.9613,0.9776,7710,0.711,4.413,0.5031,Basmati
7419,339.061,135.1295,71.1106,0.8503,97.1914,0.9635,7700,0.7467,1.9003,0.811,Arborio
13804,464.111,196.6926,89.6757,0.89,132.5737,0.9897,13947,0.5881,2.1934,0.8053,Ipsala
6317,291.824,112.5136,71.8818,0.7693,89.6831,0.9881,6393,0.7027,1.5653,0.9321,Karacadag
14546,493.2,200.454,94.2365,0.8826,136.0902,0.9639,15090,0.6635,2.1271,0.7515,Ipsala
7446,338.105,137.5794,69.9634,0.861,97.3681,0.9804,7595,0.6267,1.9664,0.8185,Arborio
6698,304.874,117.7806,72.7466,0.7865,92.348,0.9879,6780,0.6974,1.6191,0.9056,Karacadag
6065,289.888,107.9921,72.5641,0.7406,87.876,0.9808,6184,0.6894,1.4882,0.9069,Karacadag
6056,301.803,123.5648,62.6913,0.8617,87.8108,0.9744,6215,0.7596,1.971,0.8355,Arborio
6874,308.372,120.7729,72.8954,0.7973,93.5535,0.9875,6961,0.6771,1.6568,0.9084,Karacadag
6243,394.392,190.8387,42.0465,0.9754,89.1562,0.9762,6395,0.3788,4.5388,0.5044,Basmati
7139,441.844,212.2141,43.6337,0.9786,95.3397,0.9697,7362,0.3187,4.8635,0.4595,Basmati
7122,334.413,136.1721,67.5965,0.8681,95.2261,0.9671,7364,0.683,2.0145,0.8003,Arborio
9965,450.055,203.8471,63.8963,0.9496,112.6403,0.9648,10329,0.5641,3.1903,0.6182,Jasmine
6823,309.308,121.7955,71.9693,0.8067,93.2058,0.9883,6904,0.6784,1.6923,0.8962,Karacadag
7001,332.747,141.1747,63.4106,0.8934,94.4137,0.9851,7107,0.5798,2.2264,0.7946,Arborio
5372,310.604,139.515,49.4365,0.9351,82.7033,0.9794,5485,0.564,2.8221,0.6997,Jasmine
11792,437.037,178.0644,85.8518,0.8761,122.5318,0.9697,12161,0.6947,2.0741,0.7758,Ipsala
7379,420.01,197.7979,48.3053,0.9697,96.929,0.9682,7621,0.4367,4.0947,0.5256,Basmati
7826,340.517,133.0493,76.3663,0.8189,99.8217,0.978,8002,0.7432,1.7423,0.8481,Arborio
7421,465.02,227.9965,41.6096,0.9832,97.2045,0.977,7596,0.6,5.4794,0.4312,Basmati
7758,350.106,142.2737,70.1653,0.8699,99.3871,0.9729,7974,0.615,2.0277,0.7954,Arborio
5992,285.438,105.5997,73.2617,0.7202,87.3456,0.9799,6115,0.7406,1.4414,0.9242,Karacadag
5796,279.599,105.2444,70.3307,0.7439,85.9052,0.9855,5881,0.7236,1.4964,0.9317,Karacadag
8364,447.442,212.0058,50.7188,0.971,103.1958,0.9818,8519,0.3646,4.18,0.525,Basmati
5017,296.783,127.8381,50.9504,0.9171,79.924,0.9717,5163,0.6092,2.5091,0.7158,Jasmine
7365,389.342,176.9909,54.0416,0.9522,96.837,0.9674,7613,0.7055,3.2751,0.6105,Basmati
8104,446.241,210.4608,49.7446,0.9717,101.5792,0.9752,8310,0.5079,4.2308,0.5114,Basmati
6796,421.972,205.0134,43.0223,0.9777,93.0212,0.9822,6919,0.3255,4.7653,0.4796,Basmati
5847,332.908,147.0476,51.9628,0.9355,86.2823,0.9639,6066,0.5721,2.8299,0.663,Jasmine
7436,337.01,137.1001,69.5871,0.8616,97.3027,0.9798,7589,0.6654,1.9702,0.8227,Arborio
5007,324.47,150.3921,43.185,0.9579,79.8443,0.9681,5172,0.7794,3.4825,0.5976,Jasmine
5283,320.61,146.0355,46.8197,0.9472,82.0154,0.9724,5433,0.5595,3.1191,0.6459,Jasmine
6787,405.444,190.7873,46.6082,0.9697,92.9595,0.9645,7037,0.534,4.0934,0.5188,Basmati
5408,330.996,149.0011,47.6881,0.9474,82.98,0.9594,5637,0.6303,3.1245,0.6203,Jasmine
13064,485.029,209.9749,80.6719,0.9233,128.9713,0.9792,13342,0.5988,2.6028,0.6978,Ipsala
5817,381.773,181.4977,41.5481,0.9734,86.0606,0.9731,5978,0.3606,4.3684,0.5015,Basmati
6349,395.807,192.9681,42.7858,0.9751,89.9099,0.9765,6502,0.8025,4.5101,0.5093,Basmati
5342,327.843,148.7312,46.4396,0.95,82.4721,0.9679,5519,0.4438,3.2027,0.6246,Jasmine
15851,515.219,215.136,94.8984,0.8975,142.0638,0.9747,16263,0.575,2.267,0.7504,Ipsala
6352,295.669,111.806,73.1253,0.7565,89.9312,0.9851,6448,0.7196,1.529,0.9131,Karacadag
6295,348.82,152.389,53.5878,0.9361,89.5268,0.9603,6555,0.5417,2.8437,0.6501,Jasmine
15375,499.155,204.681,97.3841,0.8796,139.9145,0.9711,15833,0.6477,2.1018,0.7755,Ipsala
14852,486.342,196.0567,98.9631,0.8633,137.5142,0.974,15248,0.6128,1.9811,0.7891,Ipsala
10375,413.442,173.2138,76.8727,0.8961,114.9342,0.9756,10634,0.7222,2.2533,0.7627,Ipsala
7977,328.13,124.6825,81.7579,0.755,100.7801,0.9892,8064,0.71,1.525,0.931,Karacadag
13990,477.486,198.8982,90.5338,0.8904,133.4639,0.9783,14301,0.7111,2.1969,0.7711,Ipsala
7280,406.452,189.5431,49.6895,0.965,96.2766,0.9726,7485,0.4063,3.8145,0.5538,Basmati
5942,289.391,113.6123,66.92,0.8081,86.9804,0.9821,6050,0.6868,1.6977,0.8916,Karacadag
14618,482.762,194.6175,96.5611,0.8682,136.4266,0.9766,14969,0.7426,2.0155,0.7882,Ipsala
15884,500.397,201.6749,101.1981,0.865,142.2116,0.9823,16170,0.6531,1.9929,0.7972,Ipsala
10386,441.953,192.7715,70.2482,0.9312,114.9951,0.9773,10627,0.5161,2.7441,0.6682,Jasmine
16658,527.661,215.8068,99.5822,0.8872,145.6352,0.9735,17111,0.6748,2.1671,0.7518,Ipsala
12815,455.174,187.582,88.0901,0.8829,127.7363,0.9788,13093,0.7539,2.1294,0.7773,Ipsala
7352,417.451,199.7611,47.4568,0.9714,96.7515,0.9704,7576,0.7225,4.2093,0.5302,Basmati
13758,451.85,184.6104,95.8934,0.8545,132.3527,0.9869,13941,0.7957,1.9252,0.8468,Ipsala
8389,360.588,147.6043,73.4767,0.8673,103.3499,0.9755,8600,0.7509,2.0089,0.8108,Arborio
5575,293.839,119.8743,60.4014,0.8638,84.2515,0.9789,5695,0.6913,1.9846,0.8114,Arborio
5736,366.771,171.7171,42.9384,0.9682,85.4594,0.9758,5878,0.7156,3.9991,0.5358,Basmati
6117,292.656,112.4572,69.619,0.7853,88.2519,0.9819,6230,0.7624,1.6153,0.8975,Karacadag
5151,316.054,143.9714,46.178,0.9472,80.9843,0.971,5305,0.5305,3.1178,0.648,Jasmine
12715,445.341,178.7365,91.9627,0.8575,127.2369,0.9723,13077,0.7554,1.9436,0.8056,Ipsala
6565,302.97,119.0969,70.9114,0.8034,91.4266,0.989,6638,0.8132,1.6795,0.8988,Karacadag
13932,480.87,200.526,89.8297,0.894,133.187,0.9726,14325,0.6684,2.2323,0.7571,Ipsala
6087,288.432,106.9034,73.6257,0.725,88.0353,0.9775,6227,0.7546,1.452,0.9194,Karacadag
5055,343.532,165.0184,39.3311,0.9712,80.2261,0.9766,5176,0.7618,4.1956,0.5383,Jasmine
5135,312.926,138.3465,48.3026,0.9371,80.8584,0.9652,5320,0.6544,2.8642,0.659,Jasmine
6612,306.278,118.4561,72.1248,0.7933,91.7533,0.9845,6716,0.7892,1.6424,0.8857,Karacadag
5051,314.398,142.9513,45.6551,0.9476,80.1943,0.9753,5179,0.6856,3.1311,0.6421,Jasmine
7083,405.701,190.316,48.5504,0.9669,94.965,0.9641,7347,0.4997,3.92,0.5408,Basmati
10817,412.943,168.9892,82.7132,0.872,117.3569,0.9782,11058,0.6132,2.0431,0.7971,Ipsala
8247,354.058,141.9629,75.1611,0.8483,102.4715,0.9811,8406,0.6248,1.8888,0.8267,Arborio
6886,328.131,137.2427,64.2822,0.8835,93.6351,0.9848,6992,0.5955,2.135,0.8037,Arborio
7836,433.638,207.2696,49.1936,0.9714,99.8855,0.9726,8057,0.3733,4.2133,0.5237,Basmati
7202,323.44,131.0037,70.256,0.844,95.7594,0.9841,7318,0.6749,1.8647,0.8651,Arborio
15030,488.065,205.8639,93.252,0.8915,138.3358,0.9839,15276,0.6613,2.2076,0.7929,Ipsala
7752,423.031,199.501,50.6602,0.9672,99.3486,0.9736,7962,0.4132,3.938,0.5444,Basmati
6675,316.864,127.1769,67.4863,0.8476,92.1893,0.9754,6843,0.7106,1.8845,0.8354,Arborio
5261,313.47,140.1001,48.519,0.9381,81.8444,0.9801,5368,0.4825,2.8875,0.6728,Jasmine
14136,478.528,197.9321,92.0626,0.8852,134.1585,0.9732,14526,0.7553,2.15,0.7757,Ipsala
5787,281.734,110.0248,67.3509,0.7907,85.8384,0.9875,5860,0.6837,1.6336,0.9162,Karacadag
7110,310.654,115.7888,78.744,0.7332,95.1459,0.9837,7228,0.7189,1.4704,0.9258,Karacadag
5141,319.883,146.4921,45.2635,0.9511,80.9057,0.9656,5324,0.507,3.2364,0.6314,Jasmine
13991,476.717,199.0569,90.8097,0.8899,133.4687,0.9756,14341,0.794,2.192,0.7736,Ipsala
7488,346.032,140.8432,68.3853,0.8742,97.6423,0.9751,7679,0.6545,2.0596,0.7859,Arborio
5983,304.829,124.2071,62.1768,0.8657,87.28,0.9773,6122,0.7618,1.9976,0.8091,Arborio
5524,285.305,117.6128,60.1607,0.8593,83.8652,0.9848,5609,0.7085,1.955,0.8528,Karacadag
6899,330.675,135.661,65.6087,0.8753,93.7234,0.9736,7086,0.6416,2.0677,0.7929,Arborio
8883,404.625,182.3557,63.184,0.9381,106.3494,0.9805,9060,0.6739,2.8861,0.6818,Jasmine
7709,346.206,141.908,69.7537,0.8709,99.0727,0.9762,7897,0.7297,2.0344,0.8082,Arborio
7137,314.491,121.6023,75.072,0.7867,95.3263,0.9856,7241,0.7018,1.6198,0.9068,Karacadag
14888,486.705,199.9922,95.7429,0.878,137.6808,0.983,15146,0.6071,2.0888,0.7898,Ipsala
7594,338.266,134.2498,73.1198,0.8387,98.331,0.9781,7764,0.735,1.836,0.834,Arborio
13444,459.3,187.3652,92.5655,0.8694,130.8336,0.9797,13722,0.7172,2.0241,0.8008,Ipsala
7165,333.354,132.276,70.57,0.8458,95.5131,0.9771,7333,0.6664,1.8744,0.8102,Arborio
6550,296.538,111.458,75.3625,0.7368,91.3221,0.9887,6625,0.7206,1.479,0.936,Karacadag
13787,470.473,192.475,92.877,0.8759,132.4921,0.9707,14203,0.7559,2.0724,0.7827,Ipsala
7519,426.326,200.953,49.0594,0.9697,97.8442,0.9677,7770,0.646,4.0961,0.5199,Basmati
7001,413.235,198.7556,45.8992,0.973,94.4137,0.9649,7256,0.4808,4.3303,0.5152,Basmati
7704,344.994,143.9347,68.771,0.8785,99.0406,0.9843,7827,0.6225,2.093,0.8134,Arborio
15639,502.149,203.2502,99.5746,0.8718,141.1106,0.9762,16021,0.6855,2.0412,0.7794,Ipsala
5426,327.472,147.3076,48.2069,0.9449,83.118,0.9738,5572,0.4621,3.0557,0.6358,Jasmine
8567,457.397,214.8718,52.1719,0.9701,104.4406,0.9526,8993,0.5224,4.1185,0.5146,Basmati
5862,285.463,112.2501,66.9341,0.8028,86.3929,0.9857,5947,0.6941,1.677,0.904,Karacadag
6374,303.631,115.673,71.1809,0.7882,90.0868,0.9668,6593,0.749,1.6251,0.8688,Karacadag
7652,434.604,207.4987,47.7926,0.9731,98.7058,0.966,7921,0.5478,4.3417,0.5091,Basmati
13626,473.534,197.4537,89.2147,0.8921,131.7162,0.981,13890,0.631,2.2132,0.7636,Ipsala
6551,296.404,113.3914,73.9152,0.7583,91.329,0.9879,6631,0.7582,1.5341,0.937,Karacadag
7882,440.392,213.7084,48.0187,0.9744,100.1782,0.9803,8040,0.8441,4.4505,0.5107,Basmati
14859,497.48,202.4111,94.929,0.8832,137.5466,0.9657,15387,0.6112,2.1322,0.7545,Ipsala
6027,286.68,109.0449,71.1544,0.7578,87.6003,0.9866,6109,0.6968,1.5325,0.9215,Karacadag
7091,322.844,130.6892,69.6869,0.846,95.0186,0.9847,7201,0.7518,1.8754,0.8549,Arborio
6947,323.605,126.8427,70.8451,0.8295,94.0489,0.9694,7166,0.6787,1.7904,0.8336,Arborio
5202,318.5,142.9954,47.1215,0.9441,81.3842,0.9711,5357,0.6595,3.0346,0.6444,Jasmine
7505,342.236,137.2587,70.9749,0.8559,97.7531,0.9689,7746,0.7499,1.9339,0.8052,Arborio
13434,467.417,192.7855,90.384,0.8833,130.7849,0.9716,13826,0.5854,2.133,0.7727,Ipsala
5836,345.395,156.6541,47.982,0.9519,86.2011,0.968,6029,0.5986,3.2649,0.6147,Jasmine
6361,303.937,117.1554,70.4157,0.7992,89.9949,0.9725,6541,0.7529,1.6638,0.8653,Karacadag
7752,432.709,204.4035,48.9087,0.971,99.3486,0.9723,7973,0.6904,4.1793,0.5203,Basmati
6809,449.765,218.5378,39.8903,0.9832,93.1101,0.9717,7007,0.2927,5.4785,0.423,Basmati
8951,464.648,223.986,51.6086,0.9731,106.7556,0.9757,9174,0.7746,4.3401,0.521,Basmati
12690,445.985,181.5045,90.7366,0.8661,127.1118,0.9753,13012,0.7971,2.0003,0.8017,Ipsala
7910,436.602,208.7704,49.0875,0.972,100.356,0.9757,8107,0.3987,4.253,0.5215,Basmati
7492,342.08,138.1414,69.9808,0.8622,97.6684,0.9711,7715,0.6296,1.974,0.8045,Arborio
5554,329.656,149.9638,48.7625,0.9457,84.0926,0.9718,5715,0.7661,3.0754,0.6422,Jasmine
5027,313.588,140.1892,46.8789,0.9424,80.0036,0.9595,5239,0.6051,2.9905,0.6424,Jasmine
6583,326.192,137.6033,61.8197,0.8934,91.5518,0.983,6697,0.7071,2.2259,0.7775,Arborio
5389,319.011,142.8263,48.8621,0.9397,82.8341,0.9823,5486,0.4881,2.9231,0.6654,Jasmine
8414,440.123,204.3505,53.4606,0.9652,103.5038,0.9668,8703,0.4762,3.8224,0.5458,Basmati
5138,327.982,150.1476,44.9222,0.9542,80.882,0.9591,5357,0.4597,3.3424,0.6002,Jasmine
7856,444.235,213.2926,48.1721,0.9742,100.0128,0.9772,8039,0.3468,4.4277,0.5002,Basmati
5665,334.947,149.7965,49.2999,0.9443,84.9288,0.9689,5847,0.4628,3.0385,0.6345,Jasmine
6649,303.234,114.3517,74.5906,0.758,92.0096,0.9821,6770,0.7417,1.5331,0.9087,Karacadag
14775,494.092,212.3053,89.3799,0.9071,137.1573,0.9853,14996,0.7872,2.3753,0.7605,Ipsala
8781,458.386,217.3675,52.1652,0.9708,105.737,0.9765,8992,0.4133,4.1669,0.5252,Basmati
7767,437.891,211.1834,48.2767,0.9735,99.4447,0.9557,8127,0.3896,4.3744,0.509,Basmati
7263,419.969,197.9523,48.1219,0.97,96.1641,0.967,7511,0.4271,4.1136,0.5175,Basmati
9178,440.458,203.6511,58.4844,0.9579,108.1008,0.9777,9387,0.8236,3.4821,0.5945,Jasmine
6929,307.916,120.4852,73.4928,0.7924,93.927,0.9879,7014,0.7976,1.6394,0.9184,Karacadag
6597,397.917,191.5046,44.572,0.9725,91.6491,0.9766,6755,0.3752,4.2965,0.5236,Basmati
11433,420.781,174.3061,84.9557,0.8732,120.6522,0.9866,11588,0.6185,2.0517,0.8114,Ipsala
5428,329.368,149.1955,47.1457,0.9488,83.1333,0.9702,5595,0.5388,3.1646,0.6288,Jasmine
5808,344.476,155.5584,48.9996,0.9491,85.994,0.9584,6060,0.6676,3.1747,0.6151,Jasmine
5642,339.448,156.1371,46.6467,0.9543,84.7562,0.9623,5863,0.7185,3.3472,0.6153,Jasmine
8630,410.755,185.5749,60.0469,0.9462,104.8239,0.9814,8794,0.5734,3.0905,0.6428,Jasmine
9475,480.95,225.3955,54.6084,0.9702,109.836,0.9706,9762,0.5425,4.1275,0.5147,Basmati
9869,447.009,203.6618,62.8918,0.9511,112.0964,0.9726,10147,0.726,3.2383,0.6207,Jasmine
15705,506.233,207.7574,97.6843,0.8826,141.408,0.9802,16022,0.7699,2.1268,0.7701,Ipsala
8386,469.186,223.5706,48.993,0.9757,103.3314,0.9645,8695,0.3753,4.5633,0.4787,Basmati
7521,428.451,205.401,48.0933,0.9722,97.8572,0.9703,7751,0.3776,4.2709,0.5149,Basmati
8933,421.537,193.4719,59.1341,0.9521,106.6482,0.9834,9084,0.8149,3.2718,0.6317,Jasmine
16202,504.985,211.0173,98.9049,0.8834,143.6281,0.9856,16438,0.8075,2.1335,0.7984,Ipsala
8003,351.823,135.7918,76.3443,0.827,100.9442,0.9729,8226,0.6887,1.7787,0.8125,Arborio
6120,348.586,159.5558,49.7131,0.9502,88.2736,0.977,6264,0.8347,3.2095,0.6329,Jasmine
8039,353.891,145.4508,71.1331,0.8723,101.171,0.9777,8222,0.6286,2.0448,0.8066,Arborio
7616,344.95,140.5247,69.9288,0.8674,98.4733,0.9722,7834,0.6986,2.0095,0.8043,Arborio
7193,344.958,142.7521,65.5207,0.8884,95.6996,0.9667,7441,0.6754,2.1787,0.7596,Arborio
7613,358.938,145.1633,68.2173,0.8827,98.4539,0.9586,7942,0.5778,2.128,0.7426,Arborio
6384,296.668,114.7974,71.3449,0.7834,90.1574,0.9867,6470,0.7537,1.609,0.9115,Karacadag
8830,413.173,180.5567,63.3518,0.9364,106.0316,0.9738,9068,0.4805,2.8501,0.65,Jasmine
7811,342.178,139.8779,71.2939,0.8604,99.726,0.9826,7949,0.7602,1.962,0.8383,Arborio
6709,303.706,117.4282,73.0283,0.7831,92.4238,0.9881,6790,0.7923,1.608,0.914,Karacadag
5756,334.504,150.4095,49.8657,0.9434,85.6082,0.9705,5931,0.5919,3.0163,0.6464,Jasmine
13643,485.947,204.0582,86.6405,0.9054,131.7984,0.9726,14028,0.7141,2.3552,0.726,Ipsala
16088,512.586,207.4405,100.0514,0.876,143.1219,0.9763,16478,0.6226,2.0733,0.7694,Ipsala
7078,311.811,119.4119,75.8213,0.7725,94.9315,0.9848,7187,0.7627,1.5749,0.9148,Karacadag
6534,304.568,121.6003,68.8056,0.8245,91.2105,0.984,6640,0.6784,1.7673,0.8852,Karacadag
7758,417.547,192.2224,52.3966,0.9621,99.3871,0.9711,7989,0.4388,3.6686,0.5592,Basmati
